translation_fr_en,country-capital,translation_es_en,translation_en_fr,translation_en_es,translation_en_it,translation_it_en,present-past,antonym,to-eng,from-eng
0.14,0.2,0.26,0.12,0.1,0.08,0.04,0.0,0.36,0.09333333333333334,0.15333333333333335
0.16,0.18,0.24,0.18,0.06,0.08,0.06,0.0,0.44,0.09333333333333334,0.16666666666666666
0.14,0.2,0.22,0.18,0.06,0.08,0.04,0.0,0.44,0.08,0.16
0.12,0.24,0.22,0.16,0.06,0.08,0.04,0.0,0.44,0.07333333333333333,0.15333333333333335
0.16,0.26,0.04,0.16,0.1,0.06,0.0,0.0,0.34,0.08666666666666667,0.08666666666666667
0.38,0.2,0.02,0.06,0.02,0.04,0.0,0.0,0.0,0.13333333333333333,0.04
0.24,0.2,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.09333333333333332,0.013333333333333334
0.26,0.28,0.0,0.02,0.04,0.04,0.0,0.0,0.0,0.09999999999999999,0.02
0.38,0.3,0.0,0.06,0.04,0.06,0.0,0.0,0.0,0.13999999999999999,0.04
0.66,0.34,0.0,0.08,0.02,0.06,0.0,0.0,0.0,0.22666666666666668,0.04666666666666667
0.68,0.3,0.0,0.08,0.02,0.04,0.0,0.0,0.0,0.23333333333333336,0.04
0.84,0.0,0.02,0.08,0.02,0.02,0.04,0.0,0.0,0.3,0.04
0.84,0.0,0.0,0.08,0.02,0.02,0.02,0.0,0.0,0.29333333333333333,0.03333333333333333
0.7,0.0,0.0,0.06,0.02,0.0,0.02,0.0,0.0,0.24666666666666667,0.02
0.64,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.22,0.013333333333333334
0.32,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.11333333333333334,0.013333333333333334
0.18,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.06666666666666667,0.006666666666666667
0.08,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.006666666666666667
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667
0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667
0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667
0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667
